Press (GPa)	Temp (K)	Density (gcm^-3)	dT/dP_S (K/GPa)
1.1173591e-06	455.421687	5.3164206e-06	97453438.1
1.1173591e-06	459.036145	5.27454765e-06	98126765.8
1.1173591e-06	462.650602	5.23332945e-06	98798035
1.1173591e-06	466.26506	5.19275077e-06	99467261.6
1.1173591e-06	469.879518	5.1527968e-06	100134461
1.1173591e-06	473.493976	5.11345322e-06	100799649
1.1173591e-06	477.108434	5.07470614e-06	101462841
1.1173591e-06	480.722892	5.03654208e-06	102124051
1.1173591e-06	484.337349	4.99894797e-06	102783294
1.1173591e-06	487.951807	4.96191113e-06	103440583
1.1173591e-06	491.566265	4.92541924e-06	104095934
1.1173591e-06	495.180723	4.88946037e-06	104749358
1.1173591e-06	498.795181	4.8540229e-06	105400871
1.1173591e-06	502.409639	4.81909558e-06	106050483
1.1173591e-06	506.024096	4.78466745e-06	106698209
1.1173591e-06	509.638554	4.75072788e-06	107344059
1.1173591e-06	513.253012	4.71726655e-06	107988047
1.1173591e-06	516.86747	4.68427341e-06	108630182
1.1173591e-06	520.481928	4.6517387e-06	109270477
1.1173591e-06	524.096386	4.61965292e-06	109908943
1.1173591e-06	527.710843	4.58800684e-06	110545589
1.1173591e-06	531.325301	4.55679148e-06	111180425
1.1173591e-06	534.939759	4.5259981e-06	111813463
1.1173591e-06	538.554217	4.4956182e-06	112444710
1.1173591e-06	542.168675	4.46564351e-06	113074176
1.1173591e-06	545.783133	4.43606596e-06	113701871
1.1173591e-06	549.39759	4.40687771e-06	114327801
1.1173591e-06	553.012048	4.37807112e-06	114951976
1.1173591e-06	556.626506	4.34963876e-06	115574404
1.1173591e-06	560.240964	4.32157338e-06	116195092
1.1173591e-06	563.855422	4.29386791e-06	116814048
1.1173591e-06	567.46988	4.26651547e-06	117431277
1.1173591e-06	571.084337	4.23950936e-06	118046789
1.1173591e-06	574.698795	4.21284304e-06	118660588
1.1173591e-06	578.313253	4.18651013e-06	119272681
1.1173591e-06	581.927711	4.16050441e-06	119883075
1.1173591e-06	585.542169	4.13481984e-06	120491774
1.1173591e-06	589.156627	4.10945048e-06	121098786
1.1173591e-06	592.771084	4.08439058e-06	121704115
1.1173591e-06	596.385542	4.0596345e-06	122307767
1.1173591e-06	600	4.03517675e-06	122909747
1.1173591e-06	603.614458	4.01101197e-06	123510059
1.1173591e-06	607.228916	3.98713492e-06	124108709
1.1173591e-06	610.843373	3.9635405e-06	124705700
1.1173591e-06	614.457831	3.94022372e-06	125301039
1.1173591e-06	618.072289	3.91717969e-06	125894729
1.1173591e-06	621.686747	3.89440367e-06	126486774
1.1173591e-06	625.301205	3.87189101e-06	127077178
1.1173591e-06	628.915663	3.84963715e-06	127665947
1.1173591e-06	632.53012	3.82763767e-06	128253082
1.1173591e-06	636.144578	3.80588823e-06	128838590
1.1173591e-06	639.759036	3.78438458e-06	129422473
1.1173591e-06	643.373494	3.76312259e-06	130004735
1.1173591e-06	646.987952	3.7420982e-06	130585381
1.1173591e-06	650.60241	3.72130744e-06	131164413
1.1173591e-06	654.216867	3.70074646e-06	131741835
1.1173591e-06	657.831325	3.68041145e-06	132317652
1.1173591e-06	661.445783	3.66029871e-06	132891867
1.1173591e-06	665.060241	3.64040463e-06	133464483
1.1173591e-06	668.674699	3.62072564e-06	134035505
1.1173591e-06	672.289157	3.60125828e-06	134604935
1.1173591e-06	675.903614	3.58199916e-06	135172778
1.1173591e-06	679.518072	3.56294494e-06	135739038
1.1173591e-06	683.13253	3.54409239e-06	136303717
1.1173591e-06	686.746988	3.52543831e-06	136866821
1.1173591e-06	690.361446	3.50697958e-06	137428352
1.1173591e-06	693.975904	3.48871315e-06	137988315
1.1173591e-06	697.590361	3.47063604e-06	138546713
1.1173591e-06	701.204819	3.4527453e-06	139103551
1.1173591e-06	704.819277	3.43503808e-06	139658833
1.1173591e-06	708.433735	3.41751157e-06	140212562
1.1173591e-06	712.048193	3.40016301e-06	140764743
1.1173591e-06	715.662651	3.38298971e-06	141315381
1.1173591e-06	719.277108	3.36598902e-06	141864479
1.1173591e-06	722.891566	3.34915836e-06	142412042
1.1173591e-06	726.506024	3.33249518e-06	142958074
1.1173591e-06	730.120482	3.315997e-06	143502581
1.1173591e-06	733.73494	3.29966138e-06	144045567
1.1173591e-06	737.349398	3.28348592e-06	144587036
1.1173591e-06	740.963855	3.26746829e-06	145126993
1.1173591e-06	744.578313	3.25160619e-06	145665444
1.1173591e-06	748.192771	3.23589735e-06	146202394
1.1173591e-06	751.807229	3.22033958e-06	146737847
1.1173591e-06	755.421687	3.20493069e-06	147271810
1.1173591e-06	759.036145	3.18966857e-06	147804286
1.1173591e-06	762.650602	3.17455113e-06	148335283
1.1173591e-06	766.26506	3.15957631e-06	148864805
1.1173591e-06	769.879518	3.14474212e-06	149392859
1.1173591e-06	773.493976	3.13004657e-06	149919449
1.1173591e-06	777.108434	3.11548774e-06	150444582
1.1173591e-06	780.722892	3.10106372e-06	150968264
1.1173591e-06	784.337349	3.08677265e-06	151490501
1.1173591e-06	787.951807	3.0726127e-06	152011300
1.1173591e-06	791.566265	3.05858207e-06	152530666
1.1173591e-06	795.180723	3.044679e-06	153048606
1.1173591e-06	798.795181	3.03090177e-06	153565126
1.1173591e-06	802.409639	3.01724866e-06	154080234
1.1173591e-06	806.024096	3.003718e-06	154593936
1.1173591e-06	809.638554	2.99030817e-06	155106238
1.1173591e-06	813.253012	2.97701754e-06	155617149
1.1173591e-06	816.86747	2.96384454e-06	156126674
1.1173591e-06	820.481928	2.9507876e-06	156634821
1.1173591e-06	824.096386	2.9378452e-06	157141597
1.1173591e-06	827.710843	2.92501585e-06	157647009
1.1173591e-06	831.325301	2.91229806e-06	158151066
1.1173591e-06	834.939759	2.89969039e-06	158653774
1.1173591e-06	838.554217	2.88719142e-06	159155140
1.1173591e-06	842.168675	2.87479973e-06	159655174
1.1173591e-06	845.783133	2.86251397e-06	160153882
1.1173591e-06	849.39759	2.85033276e-06	160651272
1.1173591e-06	853.012048	2.8382548e-06	161147352
1.1173591e-06	856.626506	2.82627876e-06	161642131
1.1173591e-06	860.240964	2.81440337e-06	162135616
1.1173591e-06	863.855422	2.80262736e-06	162627815
1.1173591e-06	867.46988	2.79094949e-06	163118738
1.1173591e-06	871.084337	2.77936854e-06	163608391
1.1173591e-06	874.698795	2.76788329e-06	164096783
1.1173591e-06	878.313253	2.75649259e-06	164583924
1.1173591e-06	881.927711	2.74519525e-06	165069820
1.1173591e-06	885.542169	2.73399014e-06	165554482
1.1173591e-06	889.156627	2.72287614e-06	166037917
1.1173591e-06	892.771084	2.71185213e-06	166520134
1.1173591e-06	896.385542	2.70091702e-06	167001142
1.1173591e-06	900	2.69006976e-06	167480950
1.1173591e-06	903.614458	2.67930927e-06	167959566
1.1173591e-06	907.228916	2.66863453e-06	168437000
1.1173591e-06	910.843373	2.65804452e-06	168913260
1.1173591e-06	914.457831	2.64753822e-06	169388355
1.1173591e-06	918.072289	2.63711465e-06	169862294
1.1173591e-06	921.686747	2.62677284e-06	170335087
1.1173591e-06	925.301205	2.61651183e-06	170806742
1.1173591e-06	928.915663	2.60633068e-06	171277268
1.1173591e-06	932.53012	2.59622845e-06	171746675
1.1173591e-06	936.144578	2.58620423e-06	172214971
1.1173591e-06	939.759036	2.57625712e-06	172682167
1.1173591e-06	943.373494	2.56638625e-06	173148270
1.1173591e-06	946.987952	2.55659072e-06	173613291
1.1173591e-06	950.60241	2.54686969e-06	174077238
1.1173591e-06	954.216867	2.5372223e-06	174540121
1.1173591e-06	957.831325	2.52764773e-06	175001950
1.1173591e-06	961.445783	2.51814515e-06	175462732
1.1173591e-06	965.060241	2.50871375e-06	175922478
1.1173591e-06	968.674699	2.49935274e-06	176381198
1.1173591e-06	972.289157	2.49006133e-06	176838899
1.1173591e-06	975.903614	2.48083875e-06	177295592
1.1173591e-06	979.518072	2.47168423e-06	177751285
1.1173591e-06	983.13253	2.46259703e-06	178205989
1.1173591e-06	986.746988	2.4535764e-06	178659713
1.1173591e-06	990.361446	2.44462162e-06	179112465
1.1173591e-06	993.975904	2.43573196e-06	179564255
1.1173591e-06	997.590361	2.42690673e-06	180015092
1.1173591e-06	1001.20482	2.41814521e-06	180464986
1.1173591e-06	1004.81928	2.40944674e-06	180913946
1.1173591e-06	1008.43373	2.40081062e-06	181361981
1.1173591e-06	1012.04819	2.39223618e-06	181809101
1.1173591e-06	1015.66265	2.38372278e-06	182255314
1.1173591e-06	1019.27711	2.37526976e-06	182700629
1.1173591e-06	1022.89157	2.36687647e-06	183145057
1.1173591e-06	1026.50602	2.3585423e-06	183588606
1.1173591e-06	1030.12048	2.35026662e-06	184031284
1.1173591e-06	1033.73494	2.3420488e-06	184473103
1.1173591e-06	1037.3494	2.33388826e-06	184914069
1.1173591e-06	1040.96386	2.32578439e-06	185354193
1.1173591e-06	1044.57831	2.3177366e-06	185793483
1.1173591e-06	1048.19277	2.30974431e-06	186231949
1.1173591e-06	1051.80723	2.30180696e-06	186669600
1.1173591e-06	1055.42169	2.29392397e-06	187106443
1.1173591e-06	1059.03614	2.28609479e-06	187542489
1.1173591e-06	1062.6506	2.27831888e-06	187977746
1.1173591e-06	1066.26506	2.27059568e-06	188412223
1.1173591e-06	1069.87952	2.26292467e-06	188845928
1.1173591e-06	1073.49398	2.25530532e-06	189278871
1.1173591e-06	1077.10843	2.2477371e-06	189711060
1.1173591e-06	1080.72289	2.24021951e-06	190142504
1.1173591e-06	1084.33735	2.23275204e-06	190573211
1.1173591e-06	1087.95181	2.22533418e-06	191003190
1.1173591e-06	1091.56627	2.21796546e-06	191432449
1.1173591e-06	1095.18072	2.21064537e-06	191860998
1.1173591e-06	1098.79518	2.20337344e-06	192288844
1.1173591e-06	1102.40964	2.1961492e-06	192715996
1.1173591e-06	1106.0241	2.18897217e-06	193142462
1.1173591e-06	1109.63855	2.1818419e-06	193568250
1.1173591e-06	1113.25301	2.17475794e-06	193993369
1.1173591e-06	1116.86747	2.16771982e-06	194417828
1.1173591e-06	1120.48193	2.16072712e-06	194841633
1.1173591e-06	1124.09639	2.15377938e-06	195264793
1.1173591e-06	1127.71084	2.14687618e-06	195687317
1.1173591e-06	1131.3253	2.14001709e-06	196109211
1.1173591e-06	1134.93976	2.13320169e-06	196530485
1.1173591e-06	1138.55422	2.12642957e-06	196951146
1.1173591e-06	1142.16867	2.11970031e-06	197371202
1.1173591e-06	1145.78313	2.1130135e-06	197790661
1.1173591e-06	1149.39759	2.10636875e-06	198209530
1.1173591e-06	1153.01205	2.09976566e-06	198627817
1.1173591e-06	1156.62651	2.09320384e-06	199045530
1.1173591e-06	1160.24096	2.0866829e-06	199462676
1.1173591e-06	1163.85542	2.08020247e-06	199879263
1.1173591e-06	1167.46988	2.07376217e-06	200295298
1.1173591e-06	1171.08434	2.06736162e-06	200710789
1.1173591e-06	1174.6988	2.06100046e-06	201125743
1.1173591e-06	1178.31325	2.05467833e-06	201540167
1.1173591e-06	1181.92771	2.04839486e-06	201954069
1.1173591e-06	1185.54217	2.04214971e-06	202367455
1.1173591e-06	1189.15663	2.03594252e-06	202780333
1.1173591e-06	1192.77108	2.02977296e-06	203192710
1.1173591e-06	1196.38554	2.02364067e-06	203604593
1.1173591e-06	1200	2.01754532e-06	204015988
1.18110676e-06	300	8.53547201e-06	62678298.9
1.18110676e-06	303.614458	8.43350966e-06	63428095.8
1.18110676e-06	307.228916	8.33398142e-06	64170616.8
1.18110676e-06	310.843373	8.2367974e-06	64907759
1.18110676e-06	314.457831	8.14187298e-06	65640574.6
1.18110676e-06	318.072289	8.04912808e-06	66369668.7
1.18110676e-06	321.686747	7.95848675e-06	67095405.8
1.18110676e-06	325.301205	7.86987675e-06	67818017.6
1.18110676e-06	328.915663	7.78322932e-06	68537660.5
1.18110676e-06	332.53012	7.69847892e-06	69254446.5
1.18110676e-06	336.144578	7.61556301e-06	69968460.7
1.18110676e-06	339.759036	7.53442188e-06	70679770.2
1.18110676e-06	343.373494	7.45499846e-06	71388430.7
1.18110676e-06	346.987952	7.37723818e-06	72094488.9
1.18110676e-06	350.60241	7.30108881e-06	72797985.7
1.18110676e-06	354.216867	7.22650035e-06	73498957
1.18110676e-06	357.831325	7.15342487e-06	74197434.9
1.18110676e-06	361.445783	7.08181646e-06	74893448.7
1.18110676e-06	365.060241	7.01163105e-06	75587025.1
1.18110676e-06	368.674699	6.94282637e-06	76278189.1
1.18110676e-06	372.289157	6.87536181e-06	76966964
1.18110676e-06	375.903614	6.80919838e-06	77653371.9
1.18110676e-06	379.518072	6.74429861e-06	78337433.8
1.18110676e-06	383.13253	6.68062646e-06	79019169.9
1.18110676e-06	386.746988	6.61814726e-06	79698599.9
1.18110676e-06	390.361446	6.55682767e-06	80375742.6
1.18110676e-06	393.975904	6.49663557e-06	81050616.9
1.18110676e-06	397.590361	6.43754003e-06	81723240.8
1.18110676e-06	401.204819	6.37951127e-06	82393632.6
1.18110676e-06	404.819277	6.32252055e-06	83061809.9
1.18110676e-06	408.433735	6.2665402e-06	83727790.4
1.18110676e-06	412.048193	6.21154351e-06	84391591.5
1.18110676e-06	415.662651	6.15750471e-06	85053230.7
1.18110676e-06	419.277108	6.10439892e-06	85712725.1
1.18110676e-06	422.891566	6.05220215e-06	86370091.8
1.18110676e-06	426.506024	6.00089119e-06	87025347.9
1.18110676e-06	430.120482	5.95044365e-06	87678510.2
1.18110676e-06	433.73494	5.90083787e-06	88329595.5
1.18110676e-06	437.349398	5.85205292e-06	88978620.5
1.18110676e-06	440.963855	5.80406856e-06	89625601.6
1.18110676e-06	444.578313	5.75686521e-06	90270555.2
1.18110676e-06	448.192771	5.71042393e-06	90913497.5
1.18110676e-06	451.807229	5.66472639e-06	91554444.4
1.18110676e-06	455.421687	5.61975484e-06	92193411.8
1.18110676e-06	459.036145	5.5754921e-06	92830415.2
1.18110676e-06	462.650602	5.53192151e-06	93465470
1.18110676e-06	466.26506	5.48902695e-06	94098591.3
1.18110676e-06	469.879518	5.44679279e-06	94729794
1.18110676e-06	473.493976	5.40520389e-06	95359092.8
1.18110676e-06	477.108434	5.36424554e-06	95986501.9
1.18110676e-06	480.722892	5.32390351e-06	96612035.4
1.18110676e-06	484.337349	5.28416398e-06	97235707.1
1.18110676e-06	487.951807	5.24501353e-06	97857530.5
1.18110676e-06	491.566265	5.20643916e-06	98477518.6
1.18110676e-06	495.180723	5.16842823e-06	99095684.4
1.18110676e-06	498.795181	5.13096848e-06	99712040.3
1.18110676e-06	502.409639	5.094048e-06	100326599
1.18110676e-06	506.024096	5.05765522e-06	100939371
1.18110676e-06	509.638554	5.0217789e-06	101550369
1.18110676e-06	513.253012	4.98640812e-06	102159605
1.18110676e-06	516.86747	4.95153225e-06	102767088
1.18110676e-06	520.481928	4.91714098e-06	103372829
1.18110676e-06	524.096386	4.88322428e-06	103976840
1.18110676e-06	527.710843	4.84977237e-06	104579128
1.18110676e-06	531.325301	4.81677577e-06	105179705
1.18110676e-06	534.939759	4.78422524e-06	105778579
1.18110676e-06	538.554217	4.7521118e-06	106375760
1.18110676e-06	542.168675	4.72042669e-06	106971255
1.18110676e-06	545.783133	4.68916139e-06	107565074
1.18110676e-06	549.39759	4.65830762e-06	108157225
1.18110676e-06	553.012048	4.62785729e-06	108747714
1.18110676e-06	556.626506	4.59780255e-06	109336550
1.18110676e-06	560.240964	4.56813574e-06	109923740
1.18110676e-06	563.855422	4.53884938e-06	110509291
1.18110676e-06	567.46988	4.5099362e-06	111093209
1.18110676e-06	571.084337	4.48138912e-06	111675501
1.18110676e-06	574.698795	4.45320122e-06	112256173
1.18110676e-06	578.313253	4.42536576e-06	112835232
1.18110676e-06	581.927711	4.39787617e-06	113412682
1.18110676e-06	585.542169	4.37072605e-06	113988530
1.18110676e-06	589.156627	4.34390914e-06	114562781
1.18110676e-06	592.771084	4.31741934e-06	115135440
1.18110676e-06	596.385542	4.29125071e-06	115706512
1.18110676e-06	600	4.26539743e-06	116276002
1.18110676e-06	603.614458	4.23985385e-06	116843915
1.18110676e-06	607.228916	4.21461441e-06	117410255
1.18110676e-06	610.843373	4.18967374e-06	117975026
1.18110676e-06	614.457831	4.16502654e-06	118538233
1.18110676e-06	618.072289	4.14066767e-06	119099880
1.18110676e-06	621.686747	4.1165921e-06	119659972
1.18110676e-06	625.301205	4.09279491e-06	120218511
1.18110676e-06	628.915663	4.06927131e-06	120775502
1.18110676e-06	632.53012	4.0460166e-06	121330949
1.18110676e-06	636.144578	4.02302619e-06	121884856
1.18110676e-06	639.759036	4.0002956e-06	122437225
1.18110676e-06	643.373494	3.97782046e-06	122988062
1.18110676e-06	646.987952	3.95559648e-06	123537368
1.18110676e-06	650.60241	3.93361947e-06	124085149
1.18110676e-06	654.216867	3.91188534e-06	124631407
1.18110676e-06	657.831325	3.89039008e-06	125176145
1.18110676e-06	661.445783	3.86912978e-06	125719368
1.18110676e-06	665.060241	3.8481006e-06	126261079
1.18110676e-06	668.674699	3.8272988e-06	126801281
1.18110676e-06	672.289157	3.80672071e-06	127339978
1.18110676e-06	675.903614	3.78636273e-06	127877173
1.18110676e-06	679.518072	3.76622136e-06	128412870
1.18110676e-06	683.13253	3.74629315e-06	128947072
1.18110676e-06	686.746988	3.72657474e-06	129479783
1.18110676e-06	690.361446	3.70706283e-06	130011007
1.18110676e-06	693.975904	3.6877542e-06	130540747
1.18110676e-06	697.590361	3.66864568e-06	131069007
1.18110676e-06	701.204819	3.64973417e-06	131595791
1.18110676e-06	704.819277	3.63101666e-06	132121102
1.18110676e-06	708.433735	3.61249016e-06	132644945
1.18110676e-06	712.048193	3.59415177e-06	133167324
1.18110676e-06	715.662651	3.57599864e-06	133688242
1.18110676e-06	719.277108	3.55802797e-06	134207703
1.18110676e-06	722.891566	3.54023703e-06	134725713
1.18110676e-06	726.506024	3.52262312e-06	135242274
1.18110676e-06	730.120482	3.50518364e-06	135757392
1.18110676e-06	733.73494	3.48791598e-06	136271071
1.18110676e-06	737.349398	3.47081764e-06	136783315
1.18110676e-06	740.963855	3.45388612e-06	137294130
1.18110676e-06	744.578313	3.437119e-06	137803519
1.18110676e-06	748.192771	3.4205139e-06	138311488
1.18110676e-06	751.807229	3.40406848e-06	138818041
1.18110676e-06	755.421687	3.38778044e-06	139323184
1.18110676e-06	759.036145	3.37164755e-06	139826921
1.18110676e-06	762.650602	3.35566758e-06	140329258
1.18110676e-06	766.26506	3.33983838e-06	140830200
1.18110676e-06	769.879518	3.32415783e-06	141329753
1.18110676e-06	773.493976	3.30862383e-06	141827921
1.18110676e-06	777.108434	3.29323435e-06	142324712
1.18110676e-06	780.722892	3.27798737e-06	142820129
1.18110676e-06	784.337349	3.26288093e-06	143314179
1.18110676e-06	787.951807	3.24791309e-06	143806869
1.18110676e-06	791.566265	3.23308196e-06	144298203
1.18110676e-06	795.180723	3.21838566e-06	144788188
1.18110676e-06	798.795181	3.20382237e-06	145276830
1.18110676e-06	802.409639	3.1893903e-06	145764136
1.18110676e-06	806.024096	3.17508766e-06	146250111
1.18110676e-06	809.638554	3.16091274e-06	146734763
1.18110676e-06	813.253012	3.14686382e-06	147218098
1.18110676e-06	816.86747	3.13293924e-06	147700122
1.18110676e-06	820.481928	3.11913736e-06	148180843
1.18110676e-06	824.096386	3.10545655e-06	148660267
1.18110676e-06	827.710843	3.09189523e-06	149138401
1.18110676e-06	831.325301	3.07845184e-06	149615251
1.18110676e-06	834.939759	3.06512485e-06	150090826
1.18110676e-06	838.554217	3.05191275e-06	150565133
1.18110676e-06	842.168675	3.03881408e-06	151038178
1.18110676e-06	845.783133	3.02582736e-06	151509969
1.18110676e-06	849.39759	3.01295117e-06	151980513
1.18110676e-06	853.012048	3.00018411e-06	152449819
1.18110676e-06	856.626506	2.9875248e-06	152917892
1.18110676e-06	860.240964	2.97497187e-06	153384742
1.18110676e-06	863.855422	2.962524e-06	153850376
1.18110676e-06	867.46988	2.95017986e-06	154314802
1.18110676e-06	871.084337	2.93793817e-06	154778027
1.18110676e-06	874.698795	2.92579765e-06	155240059
1.18110676e-06	878.313253	2.91375706e-06	155700907
1.18110676e-06	881.927711	2.90181517e-06	156160578
1.18110676e-06	885.542169	2.88997077e-06	156619081
1.18110676e-06	889.156627	2.87822267e-06	157076423
1.18110676e-06	892.771084	2.8665697e-06	157532614
1.18110676e-06	896.385542	2.85501071e-06	157987660
